"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","ai_allsites.alternate_name","ai_allsites.geographic_location.latitude","ai_allsites.geographic_location.longitude","ai_allsites.name","cadastral_area.code","cadastral_area.name","caza.code","caza.name","comment","comments","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.plan","projects.project_code","projects.project_name","projects.start_date","site_type","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c7c3olxkc1t3ftw5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",20
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cmhk4rpkc1t6dji6","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",47
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c765pnkkc1ti95i7","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",15
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cc08e6bkc1tn6fe8","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",15
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c1m2tmykc1tqzo59","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c8mck7qkc1u2nltb","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-06","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cqsxgrwkd8nw58y2","35277_09_001",34.51338056,35.96009722,"PC: Nahr el Bared",35002,"Mhammaret","LBN51","Aakar","community center and UNRWA PHC",NA,NA,"UNICEF",2,"Akkar","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cm1lwcskd8o1cqr3","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",6
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","ckiy5tmkd8svv3e5","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",14
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c62g3v9kd8t2rnc6","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",22
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cj7vhm9kd8t6sk37","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",29
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","clk1x1tkd8tc6z28","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",18
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cd059hdkd8thniz9","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c86utmlkd8tqf2gb","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-07","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",5
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","czg4fp3kdk5ejdj5","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-07","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",18
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cgekogykdk5jw9i7","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek",NA,NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-07","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",12
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cvl73q3kdtx7grt2","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda",NA,NA,NA,"UNICEF",5,"Mont Liban","2020-04","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",18
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cijuzapkel0okk04","37231_09_001",34.44174167,35.87207778,"PC: Beddawi",37017,"Beddaoui","LBN55","Miniyeh-Danniyeh","community center and UNRWA school",NA,NA,"UNICEF",4,"Nord","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",3
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c1r25t8kel2iucu4","PG_15",33.81136116,35.87032839,"PG: Taalbaya/Saadnayel",51054,"Taalbaya","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",15
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cthp4wqkel2plyx5","PG_13",33.77845444,35.90585397,"PG: Bar Elias",51057,"Barr Elias","LBN25","Zahleh","Community center and UNRWA PHC",NA,NA,"UNICEF",6,"Bekaa","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",51
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cxqe7wzkel8stbm6","21111_09_001",33.86346667,35.50030278,"PC: Shatila",21007,"Chiyah","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",11
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c2kx1s2kel8xcub7","21177_09_001",33.84196667,35.50392222,"PC: Burj el Brajneh",21004,"Bourj El-Brajneh","LBN32","Baabda","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",5,"Mont Liban","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",4
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c3meqmfkel907y88","61119_09_001",33.53996389,35.37649167,"PC: Ein el Hilweh",61003,"Saida Ed-Dekermane","LBN61","Saida","Community center, UNRWA PHC and UNRWA school",NA,NA,"UNICEF",8,"Sud","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",1
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","c3ws8a8kel97ydda","62111_09_001",33.24123611,35.21504444,"PC: Rashidieh",62006,"Sour","LBN63","Sour","Community center, UNRWA PHC",NA,NA,"UNICEF",8,"Sud","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",2
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cgkdxlakel9a15db","62128_09_001",33.267917,35.237731,"PC: Burj el Shemali",62004,"Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"UNICEF",8,"Sud","2020-08","MAP","Medical Aid for Palestinians","Amendment #1,2,3, 4","2020-12-31",NA,"LEBA/PCA2017055/PD2019676","UNICEF - Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Pales...","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",7
"0. 2020 Sectors Reporting ","ck2yrizmo2","14- Palestinian Programme","Monthly Reporting","ck4sa7znfj","OUTCOME 2 - Child Protection","ck4sa5gk98","cvrr57hkesjkmjy6","53111_09_001",33.99745833,36.18029722,"PC: Wavell",53001,"Baalbek","LBN21","Baalbek",NA,NA,NA,"UNICEF",3,"Baalbek_Hermel","2020-08","ARCPA","Arab Resource Center for Popular Arts",NA,"2020-06-30",NA,"LEBA/PCA2017057/PD2019679","UNICEF - CoPE: Community Protection and Empowerment - Phase IV","2019-06-01","Community Center","ck4svygrc59",NA,"2.1.a_SYR_Female: # of girls and boys engaged in community based child protection activities",1
