"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Does your programme specifically/primarily target one of these beneficiary groups:","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i0310951305",NA,"1.1.2.3_Male:  # of officials trained on community engagement & mediation","Officials",8,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1488749180","s0256661347","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1185540997",NA,"1.1.1.4_Male: # of community/civil society members participating","Individuals",8,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1488749180","s0256661347","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.2: Municipal capacity to engage commu",NA,"i0963042018",NA,"1.1.2.3_Female: # of officials trained on community engagement & mediation","Officials",5,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1798237274","s0256661347","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1399745490",NA,"1.1.1.2: # of projects/priorities identified through participatory processes","Projects / Prio",3,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m0035905839","s0256661347","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1265024246",NA,"1.1.1.4_Female: # of community/civil society members participating","Individuals",5,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1488749180","s0256661347","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1101504806",NA,"1.1.1.1: # of host community-led participatory committees/processes established with local governance institutions","Committees / pr",1,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m1798237274","s0256661347","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.1: Municipal participatory processes",NA,"i1447767642",NA,"--------Activity-1.1.1: Municipal participatory processes--------","Unit",1,"Trablous El-Qobbe","31009","Trablous","LBN56","Nord","4",NA,NA,NA,"Trablous El-Qobbe","International Organisation of Migration","p0000000034","IOM",NA,NA,"Canada",NA,"Municipalities","Yes","Social Stability","m0035905839","s0256661347","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Roum","63016","Jezzine","LBN62","Sud","8",NA,NA,NA,"Roum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Youth","Municipalities","Yes","Social Stability","m1014318426","s0283289816","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Roum","63016","Jezzine","LBN62","Sud","8",NA,NA,NA,"Roum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Youth","Municipalities","Yes","Social Stability","m1446913837","s0283289816","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Roum","63016","Jezzine","LBN62","Sud","8",NA,NA,NA,"Roum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Youth","Municipalities","Yes","Social Stability","m0812023202","s0283289816","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Roum","63016","Jezzine","LBN62","Sud","8",NA,NA,NA,"Roum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Youth","Municipalities","Yes","Social Stability","m1318724586","s0283289816","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Roum","63016","Jezzine","LBN62","Sud","8",NA,NA,NA,"Roum","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Netherlands","Youth","Municipalities","Yes","Social Stability","m0965288491","s0283289816","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Bourj Hammoud","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m0045041648","s0300703685","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Bourj Hammoud","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m1620875320","s0300703685","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Bourj Hammoud","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m1612387098","s0300703685","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2018-12-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Bourj Hammoud","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m0182194124","s0300703685","2018-12-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Bourj Hammoud","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Livelihoods","m0153359105","s0300703685","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0386997780",NA,"1.1.4.3: # municipalities benefiting from completed BS project(s)","Municipalities",1,"Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Bayssour Aaley","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Water Establishments","Yes","Social Stability","m0251010528","s0307491808","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1349709820",NA,"1.1.4.2: USD amount invested in BS project(s)","USD",429142,"Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Bayssour Aaley","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Water Establishments","Yes","Social Stability","m0251010528","s0307491808","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Bayssour Aaley","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Water Establishments","Yes","Social Stability","m0251010528","s0307491808","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i1401232679",NA,"1.1.4.1: #waste water BS project completed","Projects",1,"Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Bayssour Aaley","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Water Establishments","Yes","Social Stability","m0251010528","s0307491808","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Bayssour Aaley","24070","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Bayssour Aaley","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities,Water Establishments","Yes","Social Stability","m1969056305","s0307491808","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Mejdlaiya Zgharta","33002","Zgharta","LBN57","Nord","4",NA,NA,NA,"Mejdlaiya Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m1624739886","s0326321779","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","OUTPUT 1.1: Increased Services based on participatory processes delivered at municipal level- Cadastre","OUTCOME 1: Strengthen municipalities, national and local institutions","Activity-1.1.4: Basic services projects",NA,"i0218258259",NA,"Put '1' in THIS LINE for each month for which Activity-1.1.4 will be ongoing in this location","1",1,"Mejdlaiya Zgharta","33002","Zgharta","LBN57","Nord","4",NA,NA,NA,"Mejdlaiya Zgharta","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities","Yes","Social Stability","m1694907810","s0326321779","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
