"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","8","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1162264477","s0122402262","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-11-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","54","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0756728781","s0122402262","2019-11-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","33","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1357766197","s0122402262","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-05-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","138","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0036806923","s0122402262","2019-05-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","232","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0401066213","s0122402262","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","113","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1036534629","s0122402262","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-11-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","66","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0756728781","s0122402262","2019-11-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","5","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0612339706","s0122402262","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","120","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1357766197","s0122402262","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-08-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0612339706","s0122402262","2019-08-01",10191,"UNICEF-2019-R-C4D"
"2019-02-28","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","17","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0231936253","s0122402262","2019-02-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","27","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1134718306","s0122402262","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","26","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1083909149","s0122402262","2019-09-01",10191,"UNICEF-2019-R-C4D"
"2019-06-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","27","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1357766197","s0122402262","2019-06-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","180","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1036534629","s0122402262","2019-04-01",10191,"UNICEF-2019-R-C4D"
"2019-12-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","32","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m0401066213","s0122402262","2019-12-01",10191,"UNICEF-2019-R-C4D"
"2019-03-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","22","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1162264477","s0122402262","2019-03-01",10191,"UNICEF-2019-R-C4D"
"2019-04-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","137","Trablous Ez-Zeitoun","31016","Trablous","LBN56","Nord","4","LBN56018","34.42601","35.84219","LOC: Abou Samra",NA,"p0000022318","Rahma",NA,NA,"m1036534629","s0122402262","2019-04-01",10191,"UNICEF-2019-R-C4D"
