"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",650,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1945883062","s0441679181","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",161,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1800597935","s0441679181","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",662,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0298262635","s0441679181","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",648,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0758547572","s0441679181","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",644,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1800597935","s0441679181","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",662,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0298262635","s0441679181","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",162,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1945883062","s0441679181","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",162,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0758547572","s0441679181","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",649,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1945883062","s0441679181","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",161,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1800597935","s0441679181","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",643,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1800597935","s0441679181","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",166,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0298262635","s0441679181","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",649,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0408933107","s0441679181","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",269,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1140866202","s0528700149","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",134,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1140866202","s0528700149","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",288,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1140866202","s0528700149","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",132,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1771393046","s0528700149","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",285,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1771393046","s0528700149","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",266,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1771393046","s0528700149","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",178,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1140866202","s0528700149","2018-01-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",178,NA,NA,"Metn","LBN36","Mont Liban","5",NA,NA,NA,"Metn","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1771393046","s0528700149","2018-02-01","Others","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",640,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m1064622856","s0556908438","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",700,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0463418501","s0556908438","2018-01-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0753323106","1.1.1.1: LEB-Male # of individuals receiving food parcels","Unit",1200,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m1064622856","s0556908438","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0823309776","1.1.1.1: DisSyr-Female # of individuals receiving food parcels","Unit",700,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0463418501","s0556908438","2018-01-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",920,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m1064622856","s0556908438","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0007331656","1.1.1.1: LEB-Female # of individuals receiving food parcels","Unit",1200,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m1064622856","s0556908438","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1590160634","1.1.1.3: # of parcels/ready to eat food distributed","Unit",700,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m0463418501","s0556908438","2018-01-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0149421417","1.1.1.1: DisSyr-Male # of individuals receiving food parcels","Unit",640,NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","Dar Al Fatwa","p0000001760","DAF",NA,NA,"m1064622856","s0556908438","2018-02-01","Others","No",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",87,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0631671720","s0570455131","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",22,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0802242162","s0570455131","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-04-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",87,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0398285906","s0570455131","2018-04-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-03-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0368911335","1.1.1.4: LEB-Male # of children receiving school snacks","Unit",87,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0802242162","s0570455131","2018-03-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i2017812493","1.1.1.4: LEB-Female # of children receiving school snacks","Unit",87,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m0631671720","s0570455131","2018-05-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-01-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i0462542301","1.1.1.4: DisSyr-Male # of children receiving school snacks","Unit",21,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1998030578","s0570455131","2018-01-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
"2018-02-28","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1","i1091349307","1.1.1.4: DisSyr-Female # of children receiving school snacks","Unit",22,NA,NA,"Batroun","LBN52","Nord","4",NA,NA,NA,"Batroun","International Orthodox Christian Charities","p0000000917","IOCC",NA,NA,"m1462285969","s0570455131","2018-02-01","WFP","Yes",8444,"LCRP-2018-R Food Security"
