"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i0330857018","1.1.1.3: # of male municipal officials participating","Officials",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m2024083242","s0142448180","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1662394188","s0142448180","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m0772069960","s0142448180","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m2024083242","s0142448180","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i0803268145","1.1.3.1:  # of municipalities receiving direct support on strategic planning & service delivery","Municipalities",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m2024083242","s0142448180","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i1582318680","1.1.3.3:  # of  male officials trained on strategic planning & service delivery","Officials",1,"Tall Aabbas El-Gharbi","35034","Aakar","LBN51","Akkar","2",NA,NA,NA,"Tall Aabbas El-Gharbi","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m2024083242","s0142448180","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i1581180698","1.1.3.1:  # of municipalities / other local governance structures (SDCs, etc.) supported through UoM on strategic planning & service delivery","Municipalities",25,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1917198889","s0154599404","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i2052872020","1.1.3.2:  # of staff seconded to municipalities / UoM / other structures to support on strategic planning & service delivery","Individuals",4,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1917198889","s0154599404","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1917198889","s0154599404","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1778699306","s0154599404","2018-07-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m0746392550","s0154599404","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1801425084","s0154599404","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i0626476982","1.1.3.1: # UOM receiving direct support on strategic planning & service delivery","UoM",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1917198889","s0154599404","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-09-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m0848656946","s0154599404","2018-09-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i1582318680","1.1.3.3:  # of  male officials trained on strategic planning & service delivery","Officials",4,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1917198889","s0154599404","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m1511457188","s0154599404","2018-10-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Sour","62006","Sour","LBN63","Sud","8",NA,NA,NA,"Sour","UN-Habitat","p0000001857","UN-Habitat",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"Switzerland","m0312805552","s0154599404","2018-08-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Barr Elias","51057","Zahleh","LBN25","Bekaa","6",NA,NA,NA,"Barr Elias","United Nations Development Programme","p0000000364","UNDP",NA,NA,NA,"Yes","Social Stability",NA,"Others","m1252939151","s0171753718","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i1451421661","1.1.1.4:  # of female community/civil society members participating","Individuals",2,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i1582318680","1.1.3.3:  # of  male officials trained on strategic planning & service delivery","Officials",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i1760771944","1.1.1.1: # of host community-led participatory committees/processes established with local governance institutions","Committees / pr",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i1482686313","1.1.1.3: # of female municipal officials participating","Officials",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1132904361","s0173762793","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i0803268145","1.1.3.1:  # of municipalities receiving direct support on strategic planning & service delivery","Municipalities",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i0330857018","1.1.1.3: # of male municipal officials participating","Officials",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i0949068453","1.1.1.4:  # of male community/civil society members participating","Individuals",2,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1694965282","s0173762793","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Borj Rahhal","62026","Sour","LBN63","Sud","8",NA,NA,NA,"Borj Rahhal","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m0034525305","s0173762793","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Bissariye","61018","Saida","LBN61","Sud","8",NA,NA,NA,"Bissariye","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m1820551852","s0179428963","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.1","i0330857018","1.1.1.3: # of male municipal officials participating","Officials",1,"Bissariye","61018","Saida","LBN61","Sud","8",NA,NA,NA,"Bissariye","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m0656146886","s0179428963","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability","Activity-1.1.3","i1582318680","1.1.3.3:  # of  male officials trained on strategic planning & service delivery","Officials",5,"Bissariye","61018","Saida","LBN61","Sud","8",NA,NA,NA,"Bissariye","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m0656146886","s0179428963","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Output-1.1 & 1.2: Support to municipalities & Solid Waste- Cadastre","Social Stability",NA,"i1786869163","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,"Bissariye","61018","Saida","LBN61","Sud","8",NA,NA,NA,"Bissariye","Agency for Technical Cooperation and Development","p0000000255","ACTED",NA,NA,"Municipalities,Union of Municipalities","Yes","Social Stability",NA,"EuropeAid","m0463050702","s0179428963","2018-06-01",NA,NA,8415,"LCRP-2018-R Social Stability"
