"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","ai_allsites.alternate_name","ai_allsites.geographic_location.latitude","ai_allsites.geographic_location.longitude","ai_allsites.name","cadastral_area.code","cadastral_area.name","caza.code","caza.name","children_with_disability","comment","covid_adaptation","covid_adapted_sensitization","funded_by.full_name","funded_by.funded_by","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","projects.comment","projects.end_date","projects.project_code","projects.project_name","projects.start_date","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","c7xbkfxkae7kzjp9",NA,NA,NA,NA,"21007","Chiyah","LBN32","Baabda",NA,"Sabra",NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",7
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","cnrmfl3kaz99vp85",NA,NA,NA,NA,"51057","Barr Elias","LBN25","Zahleh",NA,NA,NA,"Yes","Global Giving","Global Giving",6,"Bekaa","2020-05","URDA","Union of the Relief and Development Associations","We only received part of the funding, once additional funding is received we will complete the project","2020-06-30","URDA/2020/0011","COVID-19 Awareness Sessions","2020-05-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","c6ivqikkb1u884f2",NA,NA,NA,NA,"54001","Hermel","LBN22","Hermel",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-05","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","cmgw3jckb1ualw53",NA,NA,NA,NA,"54006bis","Qaa Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-05","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","chiz0utkb3ch4ac7",NA,NA,NA,NA,"72036","Bent Jbayl","LBN41","Bent Jbayl",NA,"THERE IS NO CAREGIVERS, BUT THE SYSTEM DOES NOT SAVE THE RECORD IF I DO NOT CHOOSE CAREGIVERS.",NA,"Yes",NA,"UNICEF",9,"Nabatiye","2020-05","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","cab66qpkb3oxpuoa",NA,NA,NA,NA,"53048","Aain Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-05","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8krue7d",NA,"4.3.5_Caregivers_SYR_Male_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9whm5s83",NA,NA,NA,NA,"10999","Beirut Central District","LBN11","Beirut",NA,"SaWC",NA,"Yes",NA,"UNHCR",7,"Beyrouth","2020-04","Makhzoumi","Makhzoumi Foundation",NA,"2020-12-31","LBN01/2020/0000000510/000","UNHCR - Strengthening the Protection Environment for Syrian Refugees in Beirut, Iraqi and other Nationalities in Lebanon","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wutfax5",NA,NA,NA,NA,"62008","Batoulay","LBN63","Sour",NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wux2aq7",NA,NA,NA,NA,"62001","Aain Abou Abdallah","LBN63","Sour",NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wv9hbf9",NA,NA,NA,NA,"62004","Borj Ech-Chemali","LBN63","Sour",NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9wvavyrb",NA,NA,NA,NA,"62006","Sour","LBN63","Sour",NA,NA,NA,"Yes",NA,"UNICEF",8,"Sud","2020-04","TdH-L","Terre des Hommes - Lausanne",NA,"2020-12-31","UNI001","""UNICEF-STAND UP FOR SOCIAL CHANGE""","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5ceex3",NA,NA,NA,NA,"52095","Machghara","LBN24","West Bekaa",NA,NA,NA,"Yes",NA,"UNICEF",6,"Bekaa","2020-04","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5cxmw5",NA,NA,NA,NA,"24001","Choueifat El-Aamrousiye","LBN31","Aaley",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",12
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5ja3j9",NA,NA,NA,NA,"53048","Aain Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","AMEL","AMEL",NA,"2020-12-31","LEBA/PCA2017059/PD2020731","Strengthening the engagement of children , families and communities affected by the SYRIANS crisis in LEBANON in practices prot...","2020-01-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",25
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y5sni67",NA,NA,NA,NA,"23017","Ketermaya","LBN33","Chouf",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",5
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6025o9",NA,NA,NA,NA,"23006","Sibline","LBN33","Chouf",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",7
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y684stb",NA,NA,NA,NA,"23005","Barja","LBN33","Chouf",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",8
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6cnk1d",NA,NA,NA,NA,"23025","Daraiya Ech-Chouf","LBN33","Chouf",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",10
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6gm1of",NA,NA,NA,NA,"23013","Chhim","LBN33","Chouf",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",6
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6nu3dh",NA,NA,NA,NA,"24070","Bayssour Aaley","LBN31","Aaley",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",2
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6rndqj",NA,NA,NA,NA,"26016","Nahr Ibrahim","LBN34","Jbayl",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",9
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y6w8hxm",NA,NA,NA,NA,"22079","Khinchara","LBN36","Metn",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",7
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y70x78o",NA,NA,NA,NA,"21002","Hadath Beyrouth","LBN32","Baabda",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y83no83",NA,NA,NA,NA,"53076","Aarsal","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8khy84",NA,NA,NA,NA,"53014bis","Fekehe","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",3
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8rn385",NA,NA,NA,NA,"54006bis","Qaa Baalbek","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",2
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y8xbqv6",NA,NA,NA,NA,"54001","Hermel","LBN22","Hermel",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",1
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","ck9y956ph7",NA,NA,NA,NA,"53027","Iaat","LBN21","Baalbek",NA,NA,NA,"Yes",NA,"UNICEF",3,"Baalbek_Hermel","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",0
"0.LCRP 2020 Sectors Reporting ","ck2yrizmo2","Community-based Child Protection Activities","Monthly Reporting","ck9k8kan54k","COVID-19 Sensitization Activities","ck9k6ttuey","cnnu47bkae78ia25",NA,NA,NA,NA,"24004","Aaley","LBN31","Aaley",NA,NA,NA,"Yes",NA,"UNICEF",5,"Mont Liban","2020-04","TdH-It","TERRE DES HOMMES, ITALY",NA,"2021-01-31","LEBA/PCA2017042/PD2020760","Promotion of Child Protection activities in Mount Lebanon and Baalbeck and Hermel Governorates","2020-02-01","ck9k8krue7e",NA,"4.3.5_Caregivers_SYR_Female_U18: # of caregivers sensitized during COVID-19 to promote their wellbeing and protection of their children",22
