"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Outreach platform","What type of Retention Program does your Organization implement?","database.id","database"
"2019-05-31","Volunteers in Public Schools","Volunteers","Volunteers","# of 2nd-shift public schools with community liaison volunteers","i1506467023","ECL","2.2.7_SCH_PCG: # of 2nd-shift public schools with community liaison volunteers","Schools","16",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m1460371562","s1112634313","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-05-31","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i0677922482","ECL","2.2.7_SYR_Male: # of community liaison volunteers in 2nd shift schools","Individuals","2",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m1460371562","s1112634313","2019-05-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-08-31","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i1506342506","ECL","2.2.7_SYR_Female: # of community liaison volunteers in 2nd shift schools","Individuals","15",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m2138177665","s1112634313","2019-08-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-09-30","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i1506342506","ECL","2.2.7_SYR_Female: # of community liaison volunteers in 2nd shift schools","Individuals","16",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m0863587542","s1112634313","2019-09-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-10-31","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i1506342506","ECL","2.2.7_SYR_Female: # of community liaison volunteers in 2nd shift schools","Individuals","16",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m2038052188","s1112634313","2019-10-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-12-31","Volunteers in Public Schools","Volunteers","Volunteers","# of 2nd-shift public schools with community liaison volunteers","i1506467023","ECL","2.2.7_SCH_PCG: # of 2nd-shift public schools with community liaison volunteers","Schools","16",NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","Caritas Lebanon","p0000014738","Caritas Lebanon",NA,NA,"UNHCR","m1014475850","s1112634313","2019-12-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i0677922482","ECL","2.2.7_SYR_Male: # of community liaison volunteers in 2nd shift schools","Individuals","23",NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Save the Children International","p0000000574","SCI",NA,NA,"Other","m0696589796","s1761588352","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","Volunteers in Public Schools","Volunteers","Volunteers","# of community liaison volunteers in 2nd shift schools","i1506342506","ECL","2.2.7_SYR_Female: # of community liaison volunteers in 2nd shift schools","Individuals","37",NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Save the Children International","p0000000574","SCI",NA,NA,"Other","m0696589796","s1761588352","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-06-30","Volunteers in Public Schools","Volunteers","Volunteers","# of 2nd-shift public schools with community liaison volunteers","i1506467023","ECL","2.2.7_SCH_PCG: # of 2nd-shift public schools with community liaison volunteers","Schools","41",NA,NA,NA,NA,"Nord","4",NA,NA,NA,"Nord","Save the Children International","p0000000574","SCI",NA,NA,"Other","m0696589796","s1761588352","2019-06-01",NA,NA,10197,"LCRP-2019-R Education"
"2019-11-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1639937058","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to CB-ECE","Children","10",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0577716862","s0015664603","2019-11-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0321691705","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to prep-ECE","Children","61",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-10-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","6",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0829285090","s0015664603","2019-10-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1413414759","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to BLN Basic programs","Children","96",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","43",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i2065517817","Aged 15 to 17","1.1.1_SYR_15-18: # of youth (aged 15-17) reached and referred to non-formal education (BLN Youth)","Youth","21",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-11-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","12",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0577716862","s0015664603","2019-11-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","4",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","170",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-10-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1639937058","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to CB-ECE","Children","40",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0829285090","s0015664603","2019-10-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","19",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0321691705","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to prep-ECE","Children","160",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1413414759","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to BLN Basic programs","Children","14",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","80",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","44",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0321691705","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to prep-ECE","Children","3",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-11-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","1",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0577716862","s0015664603","2019-11-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1639937058","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to CB-ECE","Children","85",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i2084966282","Aged 15 to 17","1.1.1_SYR_15-18: # of youth (aged 15-17) reached and referred to formal education (Secondary/Vocational)","Youth","7",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i2065517817","Aged 15 to 17","1.1.1_SYR_15-18: # of youth (aged 15-17) reached and referred to non-formal education (BLN Youth)","Youth","3",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1637542324","s0015664603","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-11-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i2084966282","Aged 15 to 17","1.1.1_SYR_15-18: # of youth (aged 15-17) reached and referred to formal education (Secondary/Vocational)","Youth","2",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0577716862","s0015664603","2019-11-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1413414759","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to BLN Basic programs","Children","80",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i2065517817","Aged 15 to 17","1.1.1_SYR_15-18: # of youth (aged 15-17) reached and referred to non-formal education (BLN Youth)","Youth","9",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-09-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1639937058","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to CB-ECE","Children","113",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m1649544075","s0015664603","2019-09-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-12-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1639937058","Aged 3 to 5","1.1.1_SYR_3-5: # of children (aged 3-5) reached and referred to CB-ECE","Children","240",NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","War Child Holland","p0000001503","WCH",NA,NA,"UNICEF","m0979502843","s0015664603","2019-12-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1678575324","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to ALP programs","Children","21",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","The Lebanese Organization for Studies and Training","p0000001377","LOST",NA,NA,"UNICEF","m0975293448","s0041041615","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-04-30","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","65",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","The Lebanese Organization for Studies and Training","p0000001377","LOST",NA,NA,"UNICEF","m0791697130","s0041041615","2019-04-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-08-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1413414759","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to BLN Basic programs","Children","736",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","The Lebanese Organization for Studies and Training","p0000001377","LOST",NA,NA,"UNICEF","m0975293448","s0041041615","2019-08-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-07-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i0377102678","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to formal education","Children","6",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","The Lebanese Organization for Studies and Training","p0000001377","LOST",NA,NA,"UNICEF","m0787545701","s0041041615","2019-07-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
"2019-10-31","Outreach","Outreach","Outreach","# of children and youth reached and referred to Formal/Non-Formal","i1413414759","Aged 6 to 14","1.1.1_SYR_6-14: # of OOSC (aged 6-14) reached and referred to BLN Basic programs","Children","1",NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","The Lebanese Organization for Studies and Training","p0000001377","LOST",NA,NA,"UNICEF","m1964509492","s0041041615","2019-10-01","Inter-Agency Education Sector Endorsed Platform (ODK/RAIS)",NA,10197,"LCRP-2019-R Education"
